,headline,source,date
2149,being fired by trump does not make you a holocaust victim,National Review,1581617105.164091
2150,trump wins again,National Review,1581302978.632508
2151,the trump impeachment saga will have long-term consequences for republicans,National Review,1581207350.675346
2152,don lemon did trump a huge favor,National Review,1580711321.314816
2153,pelosi: trump ‘cannot be acquitted’ unless senate votes to call witnesses,National Review,1580695705.421233
2154,rnc releases ad showing cnn panel mocking trump voters as ‘rubes’: ‘they think you’re a joke’,National Review,1580589531.671446
2155,former zelensky aide says trump admin. request for investigations ‘rattled’ ukrainian president,National Review,1580498791.516173
2156,bolton blows up trump team’s foolhardy quid pro quo defense,National Review,1580451108.169125
2157,supreme court allows trump admin to implement ‘public charge’ test for immigrants,National Review,1580327455.9717
2158,ten reasons left-wingers cut trump voters from their lives,National Review,1580259525.974221
2159,the latest pandemic threat,National Review,1580141041.789071
2160,"confused, iran scrambles to figure out trump",National Review,1579958302.386267
2161,trump rounds third with enviable big-league record,National Review,1579730996.668472
2162,marquette poll: trump approval rating ticks up to new high of 48 percent in wisconsin,National Review,1579458410.574436
2163,justice department expected to close investigation into clinton foundation without charges: report,National Review,1579011859.165025
2164,mnuchin wants to delay disclosure of trump travel expenses until after elections,National Review,1578844347.735804
2165,trump calls the ayatollah’s bluff,National Review,1578393954.628133
2166,trump isn’t a nazi. he’s a failure.,National Review,1577911399.397697
2167,trump at the border,National Review,1577825792.410369
2168,trump meets the four tests for impeachment,National Review,1577492361.0
2169,jonah’s trump counter to my partisan impeachment fret,National Review,1577301105.0
2170,a national poll shows trump beating every potential democrat in 2020,National Review,1576851754.0
2171,congress finalizes 2020 budget bill ahead of impending shutdown,National Review,1576710421.0
2172,is trump the only adult in the room?,National Review,1576412030.0
2173,trump defenders continue to push ukraine conspiracy theories,National Review,1576293368.0
2174,pelosi on potential trump reelection: ‘civilization as we know it today is at stake in this election’,National Review,1575875357.0
2175,trump is incidental to the culture war,National Review,1575746714.0
2176,"no, trump isn’t threatening our constitutional system",National Review,1575661972.0
2177,trump vs. the ‘policy community’,National Review,1573755817.0
2178,religious-freedom voters will vote trump,National Review,1573567789.0
2179,top house democrat says removing trump from office ahead of 2020 election will hurt the party,National Review,1573248501.0
2180,the best trump defense,National Review,1572824889.0
2181,john kelly warned trump he’d be impeached if his next chief of staff was a ‘yes man’,National Review,1572551460.0
2182,trump explains why he didn’t inform intel committee of baghdadi raid: ‘schiff is the biggest leaker in washington’,National Review,1572535578.0
2183,culture with kat timpf: professor says more will die if trump doesn’t resign,National Review,1572418654.0
2184,ken starr: trump impeachment frenzy ‘wildly over-criminalizing the conduct of the business of government’,National Review,1572315427.0
2185,did trump abuse his power with ukraine?,National Review,1572292929.0
2186,gop pressure on trump was long overdue,National Review,1571995765.0
2187,south park gives the nba a lesson in how to stand up to china,National Review,1570807847.0
2188,we’re not exporting our values to china — we’re importing theirs,National Review,1570752202.0
2189,rubio’s unconvincing defense of trump’s call for china to investigate the bidens,National Review,1570496360.0
2190,sasse breaks with republicans to condemn trump’s suggestion china should investigate biden,National Review,1570406734.0
2191,professor: trump must resign or ‘dangerous individuals’ will ‘kill and maim’,National Review,1570310310.0
2192,how china ‘woke’ america,National Review,1570278344.0
2193,"while trump congratulates communist china on its 70th anniversary, senate republicans condemn it",National Review,1570130987.0
2194,the ukraine scandal shows that the safeguards around donald trump are breaking down,National Review,1570031388.0
2195,why the impeachment frenzy may only strengthen trump,National Review,1569914193.0
2196,why i think trump did nothing wrong in his phone call with zelensky,National Review,1569914193.0
2197,plurality of americans support impeaching trump,National Review,1569825633.0
2198,"trump did it, but should he be impeached?",National Review,1569724602.0
2199,"ukraine transcript confirms trump asked zelensky to ‘look into’ biden, prosecutor",National Review,1569593849.0
2200,it was wrong for trump to push ukraine on the bidens,National Review,1569480813.0
2201,trump is right to ditch the california auto waiver,National Review,1569108050.0
2202,trump dismisses national security adviser john bolton,National Review,1568378607.0
2203,"trump, fed up with his own advisors — again",National Review,1568350225.0
2204,china may cry ‘uncle’ sooner than we think,National Review,1568350225.0
2205,"most accurate 2016 poll shows biden, warren, sanders beating trump",National Review,1567772413.0
2206,trump was always the target of the russia investigation,National Review,1567589165.0
2207,what was free about our trade relationship with china before trump?,National Review,1567546134.0
2208,dave chappelle downplays trump reelection fears,National Review,1567180583.0
2209,trump threatens legal action after lawrence o’donnell accuses him of working with russian oligarchs,National Review,1567180583.0
2210,"trump — or what, exactly?",National Review,1567142490.0
2211,clinicians are realizing the new coronavirus doesnt just ravage the lungs and hurt the heart it also can affect the brain in many cases,Wall Street Journal,2020-04-15
2212,a public health expert does not believe sports will be played in front of fans until the fall of 2021,USA Today,2020-04-15
2213,congressional leaders and the white house stalled in efforts to break an impasse over the size and shape of the next package of aid responding to the coronavirus pandemic,Wall Street Journal,2020-04-15
2214,"from @wsjopinion: as the world struggles to contain the coronavirus, china is still withholding vital information that would save lives, writes @wrmead",Wall Street Journal,2020-04-15
2215,turns out you cant buy your way into salvation and thats the way it should be new jersey gov phil murphy said addressing hospitals plans for ventilators,USA Today,2020-04-15
2216,the coronavirus scourge in the us has reached another dark milestone all 50 states have now reported at least one death,USA Today,2020-04-15
2217,fema the coordinator of the governments coronavirus response entered the crisis with thousands of unfilled positions and the leadership of its parent department focused on immigration,Wall Street Journal,2020-04-15
2218,tens of millions of americans will see stimulus checks of up to 1200 appear in their bank accounts by wednesday according to the treasury department,USA Today,2020-04-15
2219,during the presidents coronavirus task force briefing usatodaydc will be tweeting facts and updates to provide more context from our reporting youll see those tweets onscreen follow along here to learn more,USA Today,2020-04-15
2220,a prominent virginia bishop who held inperson service despite social distancing orders died after contracting coronavirus members of his church announced sunday,USA Today,2020-04-15
2221,for when youre feeling down or just need a reminder of the little joys in life here are 100 things that have brought us happiness during the pandemic,USA Today,2020-04-15
2222,france said its nationwide lockdown would continue into midmay as italy and spaintwo of the hardesthit countriessignaled many curbs on their populations would remain in place as the spread of the new coronavirus slows,Wall Street Journal,2020-04-15
2223,president trump and new york gov  cuomo clashed a day after trump claimedhis power is absolute  a statement derided by legal analysts,USA Today,2020-04-15
2224,"owners of drive-in theaters in new york seek to reopen during the coronavirus pandemic, saying they provide a socially-distant respite",Wall Street Journal,2020-04-15
2225,boeing said it removed more than 300 jetliners from its order book in march as airlines start to adjust their fleets amid the coronavirus pandemic,Wall Street Journal,2020-04-15
2226,27 us health care workers have died from covid19 among 9200 cases  but there are many unreported infections the cdc believes,USA Today,2020-04-15
2227,"a political battle over voting by mail is building, as democrats push for the option to reduce public gatherings in response to the coronavirus pandemic and president trump vocally opposes such a shift in election practices",Wall Street Journal,2020-04-15
2228,the hawaii tourism authority said 91 visitors arrived in the state on sunday and 89 the day before,USA Today,2020-04-15
2229,jacqueline cruz the mother of minnesota timberwolves allstar karlanthony towns died monday due to complications from the coronavirus,USA Today,2020-04-15
2230,"confirmed cases of covid-19, the disease caused by the coronavirus, passed 1_92 million world-wide, more than a quarter of them in the u_s_",Wall Street Journal,2020-04-15
2231,it was a white house briefing like no other,USA Today,2020-04-15
2232,the anchor said coronavirus has also negatively affected his mental state,USA Today,2020-04-15
2233,"from @wsjopinion: as american business rises to the occasion to take on the coronavirus, all bernie sanders can see is corporate greed, writes @wjmcgurn",Wall Street Journal,2020-04-15
2234,on a threeday road trip along mostly deserted roadways from washington dc to new mexico this reporter found america was still functioning  only with a skeleton crew,USA Today,2020-04-15
2235,"more than 16,000 inmates are being released or diverted from jails and prisons as coronavirus spreads, according to a ucla project_ that's less than 1% of the 2_2 million people behind bars in the u_s_",Wall Street Journal,2020-04-15
2236,a nurse holds a patients hand seeing fear in his eyes a physician walks home to the wail of ambulance sirens these are stories from the front lines of the covid19 pandemic,Wall Street Journal,2020-04-15
2237,due to coronavirus staffing shortages about 2 million chickens will be killed at the delaware and maryland farms where they were raised but their meat will not make it to market,USA Today,2020-04-15
2238,prison authorities say they prioritize early release of nonviolent inmates with health problems as coronavirus sweeps through lockups,Wall Street Journal,2020-04-15
2239,zookeepers say goats and stingrays are missing out on a little human touch and primates are largely having to keep their distance because they may be at risk for covid19,USA Today,2020-04-15
2240,"a group representing campaign workers, pollsters and media advisers is suing the small business administration for barring their industry from access to its coronavirus loans",Wall Street Journal,2020-04-15
2241,its becoming way more acceptable the top boss behind match and tinder on video online dating during the coronavirus crisis,Wall Street Journal,2020-04-15
2242,president trump said he is creating a second task force to focus solely on how to reopen the country,USA Today,2020-04-15
2243,some experts who have studied the bay areas containment of the coronavirus have reached a surprising conclusion san francisco likely won when the 49ers blew a fourthquarter super bowl lead,Wall Street Journal,2020-04-15
2244,every day that retailers are closed during the coronavirus crisis the chances that they wont survive this pandemic grow larger,USA Today,2020-04-15
2245,should i be wiping down every product i buy with a clorox wipe is it effective if i just wear a mask or do i need to wear gloves too we answer your coronavirus questions,USA Today,2020-04-15
2246,how many students are attending school virtually each day coronavirus is making it hard to tell ,Wall Street Journal,2020-04-15
2247,both the house and senate have extended their recesses until may 4 due to the dangers of coronavirus lengthening the break by two weeks,USA Today,2020-04-15
2248,the number of worldwide confirmed coronavirus cases has hit 2 million,USA Today,2020-04-15
2249,"as coronavirus lockdowns crush revenue, some owners are getting creative in transforming their companies",Wall Street Journal,2020-04-15
2250,"for renault, the onset of the coronavirus epidemic snuffed out its bid to become a mainstream brand in china",Wall Street Journal,2020-04-15
2251,the xfl was in the middle of a promising reboot season before canceling its games because of coronavirus,Wall Street Journal,2020-04-15
2252,sen bernie sanders said that he will use his massive online presence to promote joe bidens presidential bid and help unify the democratic party and hold inperson events for the presumptive nominee after the coronavirus pandemic abates,Wall Street Journal,2020-04-15
2253,the jersey for jersey fundraiser will be at 7 pm est on wednesday april 22,USA Today,2020-04-15
2254,at least 2300 longterm care facilities in 37 states have reported positive cases of covid19 according to data usa today obtained from state agencies more than 3000 residents have died,USA Today,2020-04-15
2255,anthony fauci said he used a poor choice of words when he suggested lives could have been saved had the trump administration put in place coronavirus restrictions earlier,USA Today,2020-04-15
2256,president trump announces halt in us funding to the world health organization amid the coronavirus pandemic,USA Today,2020-04-15
2257,jpmorgan chase and wells fargo set aside billions of additional dollars to get ready for a flood of customers to default on their loans as the coronavirus pandemic pummels the economy,Wall Street Journal,2020-04-15
2258,hair getting long in quarantine blake shelton feels your pain,USA Today,2020-04-15
2259,some experts who have studied the bay areas containment of the coronavirus have reached a surprising conclusion san francisco likely won when the 49ers blew a fourthquarter super bowl lead,Wall Street Journal,2020-04-15
2260,jpmorgan's first-quarter profit tumbles as the bank sets aside 6_8 billion to cover potential losses on loans amid the coronavirus shutdown,Wall Street Journal,2020-04-15
2261,square the payment tool many small businesses use to process customers credit cards said it will begin rolling out stimulus loan applications to its customers as part of the us governments paycheck protection program,USA Today,2020-04-15
2262,"u_s_ airlines have mortgaged gates, flight paths and just about any asset they could find in the back of a hangar to weather the coronavirus crisis_ now, they are considering selling miles in bulk to their credit-card partners to raise cash_",Wall Street Journal,2020-04-15
2263,struggling borrowers must ask to receive help from their lenders but too few make that call,USA Today,2020-04-15
2264,have you seen our coronavirus resource guide with everything you need to know we made it just for you,USA Today,2020-04-15
2265,mexican business leaders begged president andrs manuel lpez obrador to announce a stimulus package for an already ailing economy about to be battered further by the coronavirus pandemic,USA Today,2020-04-15
2266,"republican orthodoxy has changed since the 2008-09 rescue, and coronavirus rescue plans show the party changing again, with big-government solutions",Wall Street Journal,2020-04-15
2267,would you buy a coronavirus t-shirt?,Wall Street Journal,2020-04-15
2268,the irs said the tool will let you go online to check the status of a payment including the date its scheduled to be deposited or mailed,USA Today,2020-04-15
2269,breaking: trump says the u_s_ will halt funding to the world health organization while the administration reviews how the group managed the coronavirus,Wall Street Journal,2020-04-15
2270,seneca south carolina is one of several areas in the south dealing with extensive tornado damage on top of coronavirus quarantine measures what else can be thrown at us,USA Today,2020-04-15
2271,cruise workers stranded by the coronavirus pandemic could receive little more than room and board for their time on the ship,Wall Street Journal,2020-04-15
2272,glaxosmithkline the worlds biggest vaccine maker and sanofi the fourth largest are joining forces to develop a coronavirus vaccine in a collaboration thatif successfulcould pump out hundreds of millions of doses by the second half of 2021,Wall Street Journal,2020-04-15
2273,billions of dollars in additional relief for small businesses has been left in the crossfire as congressional leaders fight over what should be included in a fresh package of coronavirus aid,USA Today,2020-04-15
2274,"a federal appeals court late monday eased a texas ban on abortion during the coronavirus, a move that may save the supreme court from having to weigh in right now",Wall Street Journal,2020-04-15
2275,a debate is churning over how america emerges from a coronavirus shutdown and who throws the switch,USA Today,2020-04-15
2276,its ok to be tired right now,USA Today,2020-04-15
2277,johnson & johnson posted net income of 5_8 billion for the first quarter as the coronavirus drove demand for over-the-counter medicine such as tylenol,Wall Street Journal,2020-04-15
2278,"three states and new york city asked the supreme court to block regulations that penalize immigrants for seeking public benefits, arguing it could exacerbate the coronavirus crisis",Wall Street Journal,2020-04-15
2279,alan cameron celebrated his 101st birthday in the age of social distancing but the world war ii veteran was not alone,USA Today,2020-04-15
2280,for the third straight week its free taco tuesday at taco bell,USA Today,2020-04-15
2281,"the coronavirus is hurting the co-working industry_ wework, already under pressure to cut costs before the virus hit, is renegotiating leases and laid off more staff last week_",Wall Street Journal,2020-04-15
2282,president trump is eager to reopen the nation but experts say the decision on when americans can ditch coronavirus distancing and return to normal will ultimately be made by governors,USA Today,2020-04-15
2283,china is taking steps to contain a new outbreak of coronavirus in communities along its northern border with russia,Wall Street Journal,2020-04-15
2284,the reasons for uncertainty are endless will students be able to travel to campus will colleges be online again will their parents have jobs,USA Today,2020-04-15
2285,coronavirus has fueled attempts to ban abortions in some states but providers where the procedure remains available report increased demand,USA Today,2020-04-14
2286,theres a mental side of fitness too thats especially true of children who likely arent accustomed to being cooped up at home for the extended period this global pandemic has necessitated,USA Today,2020-04-14
2287,"the centers for medicare and medicaid services is expected to take action to make elder care facilities share more information about coronavirus cases with residents, staff and family members",Wall Street Journal,2020-04-14
2288,california has been flattening the curve of coronavirus heres how,USA Today,2020-04-14
2289,even the coronavirus pandemic has not stopped the ongoing onagain online feud between ryan reynolds and hugh jackman,USA Today,2020-04-14
2290,"breaking: a sailor from the uss theodore roosevelt died from complications related to covid-19, the first death of a crew member from the aircraft carrier",Wall Street Journal,2020-04-14
2291,the irs has begun to distribute stimulus checks of up to 1200 to millions of americans,USA Today,2020-04-14
2292,"amazon said it plans to hire 75,000 additional workers, the latest move by the company to staff up as the coronavirus pandemic pushes consumers to buy more products online ",Wall Street Journal,2020-04-14
2293,even though nearly all american children have been home from school for almost a month their experiences continue to be wildly divergent,USA Today,2020-04-14
2294,the new coronavirus is racing through americas nursing homes and the impact has been far greater than the federal government has said,USA Today,2020-04-14
2295,the shortage is even worse than with toilet paper and the problem is not likely to get fixed for months unless customers spring for more expensive models,USA Today,2020-04-14
2296,saturday night live returned looking very different from the latenight comedy show that has imprinted itself on american culture over 45 seasons,USA Today,2020-04-14
2297,warehouse developers expect the coronavirus-driven upheaval in supply chains will trigger long-term growth in demand for industrial real estate,Wall Street Journal,2020-04-14
2298,whatsapp is fighting coronavirus misinformation by limiting users ability to forward messages,Wall Street Journal,2020-04-14
2299,the united states has passed italy to become the country with the most coronavirus deaths,USA Today,2020-04-14
2300,a sailor on the uss theodore roosevelt died monday,USA Today,2020-04-14
2301,brickandmortar retailers face a difficult task how to stay relevant during a pandemic when theyre doors are closed,USA Today,2020-04-14
2302,burger king is offering students free whoppers for acing a different kind of virtual test,USA Today,2020-04-14
2303,stephon marbury saw what the coronavirus had done to china_ so the former nba star-turned-chinese sports hero emailed nba commissioner adam silver to warn the league_,Wall Street Journal,2020-04-14
2304,the british government has touted immunity passports as a nearterm way of loosening the coronavirusinspired lockdown rolling them out is proving complicated,Wall Street Journal,2020-04-14
2305,trump who is eager to reopen the nation maintains he has absolute authority to do so but experts say the decision will ultimately be made by governors,USA Today,2020-04-14
2306,zoos around the u_s_ have applied for federal loans and posted videos of animals to encourage donations_ coronavirus-related closures have slashed revenue during what is usually the busiest time of year_ #wsjwhatsnowpic_twitter_com/zwpvhuradi,Wall Street Journal,2020-04-14
2307,gina dal colleto 97 is her countrys oldest patient to survive covid19,USA Today,2020-04-14
2308,andrew casey who became walkmes finance chief as the coronavirus pandemic took hold balances management of the software companys books with getting to know colleagues remotely,Wall Street Journal,2020-04-14
2309,nearly every american child has been home from school for almost a month are they learning enough,USA Today,2020-04-14
2310,the first lady read aloud the little rabbit a 2019 picture book about a little girl whose stuffed rabbit comes to life,USA Today,2020-04-14
2311,good morning america anchor george stephanopoulos 59 says he hasnt had any of the classic symptoms youve been reading about,USA Today,2020-04-14
2312,new york state is emerging from the worst of the coronavirus pandemic and officials have begun planning a reopening of the regions economy in coordination with nearby states gov cuomo said,Wall Street Journal,2020-04-14
2313,"from @wsjopinion: the coronavirus crisis reminds us how delicate wealth, health and enjoyment are_ stop attacking the culture that creates and sustains them, writes @andykessler",Wall Street Journal,2020-04-14
2314,from wsjopinion rapid diagnosis in the workplace will be critical to limiting the coronaviruss spread and reopening the economy write scottgottliebmd and laurenrsilvis,Wall Street Journal,2020-04-14
2315,"social media has helped connect people during the coronavirus crisis_ but as health authorities tighten their guidelines, platforms including facebook and nextdoor also are turning into places for complaints for people those not following the rules_",Wall Street Journal,2020-04-14
2316,new orleans and the surrounding region are facing some of the highest covid-19 infection and fatality rates in the country_ doctors and health experts explain what may be contributing to the outbreak_ #wsjwhatsnowpic_twitter_com/fcorec4cmk,Wall Street Journal,2020-04-14
2317,are farmers really dumping milk even as grocery stores are short of it and are production limitations on liquid milk to blame we checked it out,USA Today,2020-04-14
2318,quibi is yet another streaming service its a phoneonly watching experience which is exactly the opposite of what we need during coronavirus quarantine says nicnguyen,Wall Street Journal,2020-04-14
2319,will abbotts gamechanging 5minute test live up to expectations health experts say the scramble for tests is an arms race and the illinois company will play a contributing role,USA Today,2020-04-14
2320,president trump generated new questions about the fate of his anticoronavirus policy team by retweeting a post that called for firing anthony fauci,USA Today,2020-04-14
2321,african nationals in the chinese city of guangzhou say they have been have been barred from hotels and restaurants under the city's coronavirus measures,Wall Street Journal,2020-04-14
2322,americas small businesses are racing against the clock to survive the economic devastation wrought by the coronavirus pandemic as they await hundreds of billions of dollars in federal loans,USA Today,2020-04-14
2323,"among the many unknowns about the new coronavirus, researchers are hunting for an answer to a particularly knotty question: do warmer temperatures slow the spread?",Wall Street Journal,2020-04-14
2324,the challenges and opportunities people should consider as they move into retirement particularly at a time of great upheaval and insecurity,USA Today,2020-04-14
2325,the jobs include warehouse shopper and delivery jobs across the us amazon also increased minimum pay on jobs by 2 per hour through april,USA Today,2020-04-14
2326,get daily coronavirus updates in your inbox sign up for our newsletter here,USA Today,2020-04-14
2327,struggling borrowers typically must make the first move to receive help from their lenders if theyre suffering financial hardship from the coronavirus pandemic but too few make that call,USA Today,2020-04-14
2328,"a by-the-numbers look at the economic toll of coronavirus in terms of dividends cut, buybacks scrapped and workers furloughed",Wall Street Journal,2020-04-14
2329,"dr_ fauci, regarded as the voice of reason in the coronavirus task force, said the u_s_ could have saved more lives if it had moved faster on social distancing",Wall Street Journal,2020-04-14
2330,the supreme court breaking with longstanding tradition because of the coronavirus pandemic said it will hear oral arguments by teleconference in may including in cases about the potential disclosure of president trumps financial records,Wall Street Journal,2020-04-14
2331,stephon marbury saw what the coronavirus had done to china_ so the former nba star-turned chinese sports hero emailed nba commissioner adam silver to warn the league_,Wall Street Journal,2020-04-14
2332,we have created a resource guide for you with everything you need to know about coronavirus as well as ideas for what to do while stuck at home stayathome,USA Today,2020-04-14
2333,during the presidents coronavirus task force briefing usatodaydc will be tweeting facts and updates to provide more context from our journalists reporting youll see those tweets onscreen follow along here to learn more,USA Today,2020-04-14
2334,retirement in the age of coronavirus isnt going to be easy heres what to watch for,USA Today,2020-04-14
2335,health care workers in ohio test positive for covid19 at an alarming rate but hospitals wont say where they work,USA Today,2020-04-14
2336,"about 2 million homeowners are skipping their monthly mortgage payments, according to new industry data, a number that is forecast to rise further as more americans lose their jobs due to the coronavirus pandemic",Wall Street Journal,2020-04-14
2337,googles search page today honors workers who are putting their lives on the line during the coronavirus crisis,USA Today,2020-04-14
2338,in one month americans views of the coronavirus have undergone a seismic shift,USA Today,2020-04-14
2339,"the nation is watching how new york gov_ andrew cuomo is handling the coronavirus outbreak, and it likes what it sees",Wall Street Journal,2020-04-14
2340,more people are falling sick every day attorneys for six inmates claimed in court documents yet the governments efforts to stem the outbreak have been far too little far too late,USA Today,2020-04-14
2341,"listen: in today's episode of the journal podcast, @samschech explains how apple and google are working together to try to turn billions of smartphones into coronavirus trackers, and what it shows about the trade-offs between privacy and public health",Wall Street Journal,2020-04-14
2342,"congo could face a triple emergency as authorities deal with lingering cases of ebola, a surge in coronavirus and instability that has racked the country for more than a decade",Wall Street Journal,2020-04-14
2343,lisa roy leads a team that equips field hospitals with monitors and security systems to treat coronavirus patients theres no playbook for this she says,Wall Street Journal,2020-04-14
2344,fact check no the us postal service will not close in june ,USA Today,2020-04-14
2345,joe biden wins last week's democratic presidential primary in wisconsin in an election that highlighted the challenges in voting amid the coronavirus pandemic,Wall Street Journal,2020-04-14
2346,hundreds of doctors in the us and china have been trading notes on how to treat coronavirus patients being galvanized against a common public health threat proves again and again that medicine and science are a force for good,Wall Street Journal,2020-04-14
2347,as our country makes its way through the coronavirus pandemic history is happening fast one overarching question looms what will our new normal look like,USA Today,2020-04-14
2348,a sharp drop in fuel consumption caused by the coronavirus pandemic and exacerbated by a feud between the worlds largest producers has limited the options available to oil companies,Wall Street Journal,2020-04-14
2349,stanley chera a prominent figure in new york city real estate and a friend of president donald trump died last week of complications from covid19,USA Today,2020-04-14
2350,"amazon said it plans to hire 75,000 additional workers, the latest move by the company to staff up as the coronavirus pandemic pushes consumers to buy more products online",Wall Street Journal,2020-04-14
2351,"multiple offers_ bidding wars_ all-cash deals hours after listings go live: welcome to seattle, the city that four weeks ago was considered an epicenter of the coronavirus pandemic_",Wall Street Journal,2020-04-14
2352,"concerns rise that easing lockdowns could spur new outbreaks of the coronavirus that has claimed more than 114,000 lives globally",Wall Street Journal,2020-04-14
2353,nearly every american child has been home from school for almost a month are they learning enough  ,USA Today,2020-04-14
2354,"social media has helped connect people during the coronavirus crisis_ but as health authorities tighten their guidelines, platforms including facebook and nextdoor also are turning into places for complaints for people those not following the rules_ ",Wall Street Journal,2020-04-14
2355,critics say a latenight decision to soften the language in the cdcs nosail order is the latest in a misguided decision to let the cruise industry police themselves during the coronavirus pandemic,USA Today,2020-04-14
2356,key cases include president trumps bid to shield his tax and other financial records,USA Today,2020-04-14
2357,the international monetary fund anticipates the worst economic fallout since the great depression from the coronavirus pandemic,Wall Street Journal,2020-04-14
2358,the turning of calendar pages to april is usually the sign for snowbirds to leave florida in droves for the northunfortunately the arrival of covid19 was missing from everyones version,USA Today,2020-04-14
2359,not everyone qualifies for one of the stimulus payments,USA Today,2020-04-14
2360,fans of ohio gov mike dewine have dubbed his daily 2 pm coronavirus briefing wine with dewine local officials are becoming improbable stars,Wall Street Journal,2020-04-13
2361,questions about filing for unemployment or your 401k heres where to look,USA Today,2020-04-13
2362,the group is the most recent in a series of health care associations seeking legal immunity amid the pandemic when hours are long and staffing and equipment are short,USA Today,2020-04-13
2363,wsjwhatsnow markets stayed fixated on the coronavirus pandemic and retailers continued to struggle paulvigna breaks down this weeks winners and loserspictwittercomk3djovhkfn,Wall Street Journal,2020-04-13
2364,cardiovascular disease is the most common and deadliest so far of the underlying conditions that make people more vulnerable to the ravages of covid-19,Wall Street Journal,2020-04-13
2365,"scientists hope gene variations will explain why some younger, healthy covid-19 patients require serious medical intervention or die from the infection",Wall Street Journal,2020-04-13
2366,"beyond acute stress and anxiety, psychologists say coronavirus-related confinement is beginning to trigger deeper troubles, including depression and compulsive disorders",Wall Street Journal,2020-04-13
2367,one of the youngest ceos in the u_s_ oil patch wants texas to mandate lower production as the coronavirus hits crude prices,Wall Street Journal,2020-04-13
2368,breaking: u_k_ prime minister boris johnson was discharged from a hospital after being treated for coronavirus_ he will not immediately return to work_,Wall Street Journal,2020-04-13
2369,"joe biden won the democratic primary in alaska, which voted entirely by mail due to the coronavirus",Wall Street Journal,2020-04-13
2370,beijing helps foreign enterprises resolve supply-chain bottlenecks and restart production to fend off the slowdown caused by the coronavirus,Wall Street Journal,2020-04-13
2371,the coronavirus pandemic has forced schools to adapt on the fly to athome learning putting a strain on families and teachers alike heres how six families are coping,USA Today,2020-04-13
2372,coronavirus survivors report sharply varied symptoms something i wouldnt wish on anyone says one another sick but not feeling sick,Wall Street Journal,2020-04-13
2373,if you or a family member gets infected with the coronavirus its very likely youll have to ride it out at home heres what doctors say you need to be ready,Wall Street Journal,2020-04-13
2374,british prime minister boris johnson was discharged from the hospital where he was being treated for coronavirus his office said in a statement,USA Today,2020-04-13
2375,all 50 states are simultaneously under a disaster declaration for the first time in history after president donald trump approved a declaration for wyoming on saturday,USA Today,2020-04-13
2376,abortion providers asked the supreme court to relax a texas executive order that bans nearly all abortions during the public-health crisis created by the coronavirus,Wall Street Journal,2020-04-13
2377,even if you cant fly right now there are some things you can do to get ready for a future trip,USA Today,2020-04-13
2378,health officials want people to remember to get up and move around,USA Today,2020-04-13
2379,"coronavirus_ spring flooding_ and still ahead, the hurricane season_ cities along the mississippi river face challenges on multiple fronts_",Wall Street Journal,2020-04-13
2380,while most churches nationwide are expected to be closed for inperson easter services some are still planning to hold large gatherings,USA Today,2020-04-13
2381,the trend represents a stark reversal from the national gravitation toward more natural foods in recent years,USA Today,2020-04-13
2382,"more than half of india is involved one way or another in the growing, delivering and selling of food, economists say_ it's all coming to a standstill in the world's biggest coronavirus lockdown_",Wall Street Journal,2020-04-13
2383,the internal revenue service announced the first stimulus payments meant to ease economic fallout of the pandemic had been deposited into taxpayers bank accounts meanwhile most churches have canceled inperson services on easter,USA Today,2020-04-13
2384,it marks the first year of his presidency that trump has remained in washington for easter weekend rather than traveling to his florida estate maralago,USA Today,2020-04-13
2385,uk prime minister boris johnson discharged from the hospital where he had been treated in intensive care for the coronavirus,USA Today,2020-04-13
2386,normally hotels fill to capacity and business booms at bars and restaurants as the usmexico border region celebrates holy week now its essentially silent,USA Today,2020-04-13
2387,oklahoma state football coach mike gundy said it was never his attention to offend anyone,USA Today,2020-04-13
2388,trump is set to announce a new task force that will focus solely on whether the administration shouldextend federal social distancing guidelinespast may 1 or attempt to reopen parts of the country to blunt the economic consequences of the pandemic,USA Today,2020-04-13
2389,the attorney who rose to fame representing porn star stormy daniels in lawsuits against president donald trump petitioned last month to be released to home confinement,USA Today,2020-04-13
2390,he doesnt personally know any of the victims in his county but until they can have a proper burial hes honoring them one by one,USA Today,2020-04-13
2391,and if you forgot a key ingredient for your easter meal or need more eggs and candy there are not as many options as in past years,USA Today,2020-04-13
2392,child care centers nationwide are in danger of closing indefinitely as the coronavirus has forced families to keep kids at home,USA Today,2020-04-13
2393,cardiovascular disease is the most common and deadliest so far of the underlying conditions that make people more vulnerable to the ravages of covid-19,Wall Street Journal,2020-04-13
2394,president donald trump and vice president mike pence are preparing to celebrate easter from a safe socially distant approach,USA Today,2020-04-13
2395,the rooms will be available to doctors nurses paramedics emergency medical professionals and other workers through the end of may,USA Today,2020-04-13
2396,i feel my baby kicking all the time while im working three pregnant er doctors in maryland have stayed on the job to help fight the coronavirus pandemic,Wall Street Journal,2020-04-13
2397,if you want to help seniors get groceries during the coronavirus pandemic here are some resources courtesy of juliejargon wsjwhatsnow ,Wall Street Journal,2020-04-13
2398,our world is already faced with epochal challenges now it is oppressed by a pandemic that is severely testing our whole human family,USA Today,2020-04-13
2399,many insurers wont cover coronavirus losses in standard policies but in china insurers will compensate companies and sometimes their workers for coronavirus disruptions,Wall Street Journal,2020-04-13
